"activity" "subject" "feature" "mean"
"LAYING" 26 "tBodyGyroJerk-std()-Z" -0.9938
"LAYING" 26 "tBodyGyroJerkMag-mean()" -0.9922
"LAYING" 26 "tBodyGyroJerkMag-std()" -0.9899
"LAYING" 26 "tBodyGyroMag-mean()" -0.9519
"LAYING" 26 "tBodyGyroMag-std()" -0.9657
"LAYING" 26 "tGravityAcc-mean()-X" -0.6213
"LAYING" 26 "tGravityAcc-mean()-Y" 0.803
"LAYING" 26 "tGravityAcc-mean()-Z" 0.6145
"LAYING" 26 "tGravityAcc-std()-X" -0.9445
"LAYING" 26 "tGravityAcc-std()-Y" -0.9879
"LAYING" 26 "tGravityAcc-std()-Z" -0.9841
"LAYING" 26 "tGravityAccMag-mean()" -0.9768
"LAYING" 26 "tGravityAccMag-std()" -0.9644
"LAYING" 27 "fBodyAcc-mean()-X" -0.9806
"LAYING" 27 "fBodyAcc-mean()-Y" -0.9829
"LAYING" 27 "fBodyAcc-mean()-Z" -0.9874
"LAYING" 27 "fBodyAcc-std()-X" -0.9776
"LAYING" 27 "fBodyAcc-std()-Y" -0.9843
"LAYING" 27 "fBodyAcc-std()-Z" -0.9866
"LAYING" 27 "fBodyAccJerk-mean()-X" -0.9867
"LAYING" 27 "fBodyAccJerk-mean()-Y" -0.9853
"LAYING" 27 "fBodyAccJerk-mean()-Z" -0.988
"LAYING" 27 "fBodyAccJerk-std()-X" -0.9875
"LAYING" 27 "fBodyAccJerk-std()-Y" -0.9861
"LAYING" 27 "fBodyAccJerk-std()-Z" -0.9899
"LAYING" 27 "fBodyAccMag-mean()" -0.9814
"LAYING" 27 "fBodyAccMag-std()" -0.9803
"LAYING" 27 "fBodyBodyAccJerkMag-mean()" -0.9881
"LAYING" 27 "fBodyBodyAccJerkMag-std()" -0.9882
"LAYING" 27 "fBodyBodyGyroJerkMag-mean()" -0.9936
"LAYING" 27 "fBodyBodyGyroJerkMag-std()" -0.9936
"LAYING" 27 "fBodyBodyGyroMag-mean()" -0.9799
"LAYING" 27 "fBodyBodyGyroMag-std()" -0.9718
"LAYING" 27 "fBodyGyro-mean()-X" -0.987
"LAYING" 27 "fBodyGyro-mean()-Y" -0.9868
"LAYING" 27 "fBodyGyro-mean()-Z" -0.9792
"LAYING" 27 "fBodyGyro-std()-X" -0.9894
"LAYING" 27 "fBodyGyro-std()-Y" -0.9831
"LAYING" 27 "fBodyGyro-std()-Z" -0.9801
"LAYING" 27 "tBodyAcc-mean()-X" 0.2741
"LAYING" 27 "tBodyAcc-mean()-Y" -0.018
"LAYING" 27 "tBodyAcc-mean()-Z" -0.1077
"LAYING" 27 "tBodyAcc-std()-X" -0.9785
"LAYING" 27 "tBodyAcc-std()-Y" -0.9837
"LAYING" 27 "tBodyAcc-std()-Z" -0.9866
"LAYING" 27 "tBodyAccJerk-mean()-X" 0.0766
"LAYING" 27 "tBodyAccJerk-mean()-Y" 0.0126
"LAYING" 27 "tBodyAccJerk-mean()-Z" -7e-04
"LAYING" 27 "tBodyAccJerk-std()-X" -0.9865
"LAYING" 27 "tBodyAccJerk-std()-Y" -0.9852
"LAYING" 27 "tBodyAccJerk-std()-Z" -0.9897
"LAYING" 27 "tBodyAccJerkMag-mean()" -0.9884
"LAYING" 27 "tBodyAccJerkMag-std()" -0.9886
"LAYING" 27 "tBodyAccMag-mean()" -0.9821
"LAYING" 27 "tBodyAccMag-std()" -0.9789
"LAYING" 27 "tBodyGyro-mean()-X" -0.0195
"LAYING" 27 "tBodyGyro-mean()-Y" -0.0958
"LAYING" 27 "tBodyGyro-mean()-Z" 0.1187
"LAYING" 27 "tBodyGyro-std()-X" -0.9888
"LAYING" 27 "tBodyGyro-std()-Y" -0.9843
"LAYING" 27 "tBodyGyro-std()-Z" -0.9784
"LAYING" 27 "tBodyGyroJerk-mean()-X" -0.1011
"LAYING" 27 "tBodyGyroJerk-mean()-Y" -0.0362
"LAYING" 27 "tBodyGyroJerk-mean()-Z" -0.0643
"LAYING" 27 "tBodyGyroJerk-std()-X" -0.9935
"LAYING" 27 "tBodyGyroJerk-std()-Y" -0.993
"LAYING" 27 "tBodyGyroJerk-std()-Z" -0.9933
"LAYING" 27 "tBodyGyroJerkMag-mean()" -0.9944
"LAYING" 27 "tBodyGyroJerkMag-std()" -0.9935
"LAYING" 27 "tBodyGyroMag-mean()" -0.9669
"LAYING" 27 "tBodyGyroMag-std()" -0.9719
"LAYING" 27 "tGravityAcc-mean()-X" -0.5304
"LAYING" 27 "tGravityAcc-mean()-Y" 0.5679
"LAYING" 27 "tGravityAcc-mean()-Z" 0.8454
"LAYING" 27 "tGravityAcc-std()-X" -0.9712
"LAYING" 27 "tGravityAcc-std()-Y" -0.9937
"LAYING" 27 "tGravityAcc-std()-Z" -0.9891
"LAYING" 27 "tGravityAccMag-mean()" -0.9821
"LAYING" 27 "tGravityAccMag-std()" -0.9789
"LAYING" 28 "fBodyAcc-mean()-X" -0.9739
"LAYING" 28 "fBodyAcc-mean()-Y" -0.9584
"LAYING" 28 "fBodyAcc-mean()-Z" -0.9611
"LAYING" 28 "fBodyAcc-std()-X" -0.9673
"LAYING" 28 "fBodyAcc-std()-Y" -0.942
"LAYING" 28 "fBodyAcc-std()-Z" -0.9568
"LAYING" 28 "fBodyAccJerk-mean()-X" -0.98
"LAYING" 28 "fBodyAccJerk-mean()-Y" -0.9781
"LAYING" 28 "fBodyAccJerk-mean()-Z" -0.9703
"LAYING" 28 "fBodyAccJerk-std()-X" -0.9822
"LAYING" 28 "fBodyAccJerk-std()-Y" -0.9811
"LAYING" 28 "fBodyAccJerk-std()-Z" -0.9745
"LAYING" 28 "fBodyAccMag-mean()" -0.961
"LAYING" 28 "fBodyAccMag-std()" -0.9576
"LAYING" 28 "fBodyBodyAccJerkMag-mean()" -0.9734
"LAYING" 28 "fBodyBodyAccJerkMag-std()" -0.9723
"LAYING" 28 "fBodyBodyGyroJerkMag-mean()" -0.9718
"LAYING" 28 "fBodyBodyGyroJerkMag-std()" -0.9693
"LAYING" 28 "fBodyBodyGyroMag-mean()" -0.9442
"LAYING" 28 "fBodyBodyGyroMag-std()" -0.9317
"LAYING" 28 "fBodyGyro-mean()-X" -0.9468
"LAYING" 28 "fBodyGyro-mean()-Y" -0.9658
"LAYING" 28 "fBodyGyro-mean()-Z" -0.9612
"LAYING" 28 "fBodyGyro-std()-X" -0.9581
"LAYING" 28 "fBodyGyro-std()-Y" -0.9576
"LAYING" 28 "fBodyGyro-std()-Z" -0.9663
"LAYING" 28 "tBodyAcc-mean()-X" 0.2759
"LAYING" 28 "tBodyAcc-mean()-Y" -0.0168
"LAYING" 28 "tBodyAcc-mean()-Z" -0.1083
"LAYING" 28 "tBodyAcc-std()-X" -0.9689
"LAYING" 28 "tBodyAcc-std()-Y" -0.9454
"LAYING" 28 "tBodyAcc-std()-Z" -0.9565
"LAYING" 28 "tBodyAccJerk-mean()-X" 0.0781
"LAYING" 28 "tBodyAccJerk-mean()-Y" 0.0059
"LAYING" 28 "tBodyAccJerk-mean()-Z" 0.006
"LAYING" 28 "tBodyAccJerk-std()-X" -0.9802
"LAYING" 28 "tBodyAccJerk-std()-Y" -0.9787
"LAYING" 28 "tBodyAccJerk-std()-Z" -0.9731
"LAYING" 28 "tBodyAccJerkMag-mean()" -0.9785
"LAYING" 28 "tBodyAccJerkMag-std()" -0.9733
"LAYING" 28 "tBodyAccMag-mean()" -0.9581
"LAYING" 28 "tBodyAccMag-std()" -0.9546
"LAYING" 28 "tBodyGyro-mean()-X" -0.0174
"LAYING" 28 "tBodyGyro-mean()-Y" -0.0974
"LAYING" 28 "tBodyGyro-mean()-Z" 0.0936
"LAYING" 28 "tBodyGyro-std()-X" -0.9552
"LAYING" 28 "tBodyGyro-std()-Y" -0.9601
"LAYING" 28 "tBodyGyro-std()-Z" -0.9624
"LAYING" 28 "tBodyGyroJerk-mean()-X" -0.1045
"LAYING" 28 "tBodyGyroJerk-mean()-Y" -0.0356
"LAYING" 28 "tBodyGyroJerk-mean()-Z" -0.0535
"LAYING" 28 "tBodyGyroJerk-std()-X" -0.9608
"LAYING" 28 "tBodyGyroJerk-std()-Y" -0.9804
"LAYING" 28 "tBodyGyroJerk-std()-Z" -0.9814
"LAYING" 28 "tBodyGyroJerkMag-mean()" -0.9782
"LAYING" 28 "tBodyGyroJerkMag-std()" -0.9698
"LAYING" 28 "tBodyGyroMag-mean()" -0.9371
"LAYING" 28 "tBodyGyroMag-std()" -0.9289
"LAYING" 28 "tGravityAcc-mean()-X" -0.4903
"LAYING" 28 "tGravityAcc-mean()-Y" 0.1441
"LAYING" 28 "tGravityAcc-mean()-Z" 0.0158
"LAYING" 28 "tGravityAcc-std()-X" -0.9706
"LAYING" 28 "tGravityAcc-std()-Y" -0.9698
"LAYING" 28 "tGravityAcc-std()-Z" -0.9791
"LAYING" 28 "tGravityAccMag-mean()" -0.9581
"LAYING" 28 "tGravityAccMag-std()" -0.9546
"LAYING" 29 "fBodyAcc-mean()-X" -0.9866
"LAYING" 29 "fBodyAcc-mean()-Y" -0.989
"LAYING" 29 "fBodyAcc-mean()-Z" -0.9895
"LAYING" 29 "fBodyAcc-std()-X" -0.9834
"LAYING" 29 "fBodyAcc-std()-Y" -0.9907
"LAYING" 29 "fBodyAcc-std()-Z" -0.9864
"LAYING" 29 "fBodyAccJerk-mean()-X" -0.9922
"LAYING" 29 "fBodyAccJerk-mean()-Y" -0.9894
"LAYING" 29 "fBodyAccJerk-mean()-Z" -0.992
"LAYING" 29 "fBodyAccJerk-std()-X" -0.9925
"LAYING" 29 "fBodyAccJerk-std()-Y" -0.9905
"LAYING" 29 "fBodyAccJerk-std()-Z" -0.9931
"LAYING" 29 "fBodyAccMag-mean()" -0.9868
"LAYING" 29 "fBodyAccMag-std()" -0.9816
"LAYING" 29 "fBodyBodyAccJerkMag-mean()" -0.994
"LAYING" 29 "fBodyBodyAccJerkMag-std()" -0.9944
"LAYING" 29 "fBodyBodyGyroJerkMag-mean()" -0.9976
"LAYING" 29 "fBodyBodyGyroJerkMag-std()" -0.9976
"LAYING" 29 "fBodyBodyGyroMag-mean()" -0.984
"LAYING" 29 "fBodyBodyGyroMag-std()" -0.9767
"LAYING" 29 "fBodyGyro-mean()-X" -0.9931
"LAYING" 29 "fBodyGyro-mean()-Y" -0.9937
"LAYING" 29 "fBodyGyro-mean()-Z" -0.9762
"LAYING" 29 "fBodyGyro-std()-X" -0.9947
"LAYING" 29 "fBodyGyro-std()-Y" -0.9922
"LAYING" 29 "fBodyGyro-std()-Z" -0.9769
"LAYING" 29 "tBodyAcc-mean()-X" 0.2873
"LAYING" 29 "tBodyAcc-mean()-Y" -0.0172
"LAYING" 29 "tBodyAcc-mean()-Z" -0.1095
"LAYING" 29 "tBodyAcc-std()-X" -0.9842
"LAYING" 29 "tBodyAcc-std()-Y" -0.9902
"LAYING" 29 "tBodyAcc-std()-Z" -0.9873
"LAYING" 29 "tBodyAccJerk-mean()-X" 0.0719
"LAYING" 29 "tBodyAccJerk-mean()-Y" 0.0117
"LAYING" 29 "tBodyAccJerk-mean()-Z" 0.0024
"LAYING" 29 "tBodyAccJerk-std()-X" -0.992
"LAYING" 29 "tBodyAccJerk-std()-Y" -0.9895
"LAYING" 29 "tBodyAccJerk-std()-Z" -0.9933
"LAYING" 29 "tBodyAccJerkMag-mean()" -0.9927
"LAYING" 29 "tBodyAccJerkMag-std()" -0.9946
"LAYING" 29 "tBodyAccMag-mean()" -0.9865
"LAYING" 29 "tBodyAccMag-std()" -0.9816
"LAYING" 29 "tBodyGyro-mean()-X" -0.0258
"LAYING" 29 "tBodyGyro-mean()-Y" -0.0762
"LAYING" 29 "tBodyGyro-mean()-Z" 0.1274
"LAYING" 29 "tBodyGyro-std()-X" -0.9943
"LAYING" 29 "tBodyGyro-std()-Y" -0.9928
"LAYING" 29 "tBodyGyro-std()-Z" -0.975
"LAYING" 29 "tBodyGyroJerk-mean()-X" -0.0995
"LAYING" 29 "tBodyGyroJerk-mean()-Y" -0.0387
"LAYING" 29 "tBodyGyroJerk-mean()-Z" -0.0674
"LAYING" 29 "tBodyGyroJerk-std()-X" -0.9965
"LAYING" 29 "tBodyGyroJerk-std()-Y" -0.9971
"LAYING" 29 "tBodyGyroJerk-std()-Z" -0.9954
"LAYING" 29 "tBodyGyroJerkMag-mean()" -0.9973
"LAYING" 29 "tBodyGyroJerkMag-std()" -0.9977
"LAYING" 29 "tBodyGyroMag-mean()" -0.9719
"LAYING" 29 "tBodyGyroMag-std()" -0.977
"LAYING" 29 "tGravityAcc-mean()-X" -0.3468
"LAYING" 29 "tGravityAcc-mean()-Y" 0.8075
"LAYING" 29 "tGravityAcc-mean()-Z" 0.5905
"LAYING" 29 "tGravityAcc-std()-X" -0.9729
"LAYING" 29 "tGravityAcc-std()-Y" -0.9942
"LAYING" 29 "tGravityAcc-std()-Z" -0.9858
"LAYING" 29 "tGravityAccMag-mean()" -0.9865
"LAYING" 29 "tGravityAccMag-std()" -0.9816
"LAYING" 30 "fBodyAcc-mean()-X" -0.9748
"LAYING" 30 "fBodyAcc-mean()-Y" -0.96
"LAYING" 30 "fBodyAcc-mean()-Z" -0.9703
"LAYING" 30 "fBodyAcc-std()-X" -0.977
"LAYING" 30 "fBodyAcc-std()-Y" -0.9536
"LAYING" 30 "fBodyAcc-std()-Z" -0.9672
"LAYING" 30 "fBodyAccJerk-mean()-X" -0.9769
"LAYING" 30 "fBodyAccJerk-mean()-Y" -0.9717
"LAYING" 30 "fBodyAccJerk-mean()-Z" -0.9756
"LAYING" 30 "fBodyAccJerk-std()-X" -0.9804
"LAYING" 30 "fBodyAccJerk-std()-Y" -0.9724
"LAYING" 30 "fBodyAccJerk-std()-Z" -0.9823
"LAYING" 30 "fBodyAccMag-mean()" -0.9628
"LAYING" 30 "fBodyAccMag-std()" -0.9641
"LAYING" 30 "fBodyBodyAccJerkMag-mean()" -0.9699
"LAYING" 30 "fBodyBodyAccJerkMag-std()" -0.9681
"LAYING" 30 "fBodyBodyGyroJerkMag-mean()" -0.9778
"LAYING" 30 "fBodyBodyGyroJerkMag-std()" -0.9755
"LAYING" 30 "fBodyBodyGyroMag-mean()" -0.962
"LAYING" 30 "fBodyBodyGyroMag-std()" -0.9526
"LAYING" 30 "fBodyGyro-mean()-X" -0.9718
"LAYING" 30 "fBodyGyro-mean()-Y" -0.9682
"LAYING" 30 "fBodyGyro-mean()-Z" -0.9676
"LAYING" 30 "fBodyGyro-std()-X" -0.9745
"LAYING" 30 "fBodyGyro-std()-Y" -0.9651
"LAYING" 30 "fBodyGyro-std()-Z" -0.9722
"LAYING" 30 "tBodyAcc-mean()-X" 0.281
"LAYING" 30 "tBodyAcc-mean()-Y" -0.0194
"LAYING" 30 "tBodyAcc-mean()-Z" -0.1037
"LAYING" 30 "tBodyAcc-std()-X" -0.9764
"LAYING" 30 "tBodyAcc-std()-Y" -0.9542
"LAYING" 30 "tBodyAcc-std()-Z" -0.967
"LAYING" 30 "tBodyAccJerk-mean()-X" 0.0752
"LAYING" 30 "tBodyAccJerk-mean()-Y" 0.0108
"LAYING" 30 "tBodyAccJerk-mean()-Z" -4e-04
"LAYING" 30 "tBodyAccJerk-std()-X" -0.9775
"LAYING" 30 "tBodyAccJerk-std()-Y" -0.971
"LAYING" 30 "tBodyAccJerk-std()-Z" -0.9795
"LAYING" 30 "tBodyAccJerkMag-mean()" -0.9792
"LAYING" 30 "tBodyAccJerkMag-std()" -0.9696
"LAYING" 30 "tBodyAccMag-mean()" -0.9698
"LAYING" 30 "tBodyAccMag-std()" -0.9602
"LAYING" 30 "tBodyGyro-mean()-X" -0.0268
"LAYING" 30 "tBodyGyro-mean()-Y" -0.0761
"LAYING" 30 "tBodyGyro-mean()-Z" 0.0938
"LAYING" 30 "tBodyGyro-std()-X" -0.9737
"LAYING" 30 "tBodyGyro-std()-Y" -0.966
"LAYING" 30 "tBodyGyro-std()-Z" -0.9689
"LAYING" 30 "tBodyGyroJerk-mean()-X" -0.1023
"LAYING" 30 "tBodyGyroJerk-mean()-Y" -0.0385
"LAYING" 30 "tBodyGyroJerk-mean()-Z" -0.0596
"LAYING" 30 "tBodyGyroJerk-std()-X" -0.9838
"LAYING" 30 "tBodyGyroJerk-std()-Y" -0.9804
"LAYING" 30 "tBodyGyroJerk-std()-Z" -0.9808
"LAYING" 30 "tBodyGyroJerkMag-mean()" -0.9851
"LAYING" 30 "tBodyGyroJerkMag-std()" -0.9762
"LAYING" 30 "tBodyGyroMag-mean()" -0.9623
"LAYING" 30 "tBodyGyroMag-std()" -0.9513
"LAYING" 30 "tGravityAcc-mean()-X" -0.3447
"LAYING" 30 "tGravityAcc-mean()-Y" 0.7327
"LAYING" 30 "tGravityAcc-mean()-Z" 0.6815
"LAYING" 30 "tGravityAcc-std()-X" -0.9796
"LAYING" 30 "tGravityAcc-std()-Y" -0.9889
"LAYING" 30 "tGravityAcc-std()-Z" -0.9833
"LAYING" 30 "tGravityAccMag-mean()" -0.9698
"LAYING" 30 "tGravityAccMag-std()" -0.9602
"SITTING" 1 "fBodyAcc-mean()-X" -0.9796
"SITTING" 1 "fBodyAcc-mean()-Y" -0.9441
"SITTING" 1 "fBodyAcc-mean()-Z" -0.9592
"SITTING" 1 "fBodyAcc-std()-X" -0.9764
"SITTING" 1 "fBodyAcc-std()-Y" -0.9173
"SITTING" 1 "fBodyAcc-std()-Z" -0.9345
"SITTING" 1 "fBodyAccJerk-mean()-X" -0.9866
"SITTING" 1 "fBodyAccJerk-mean()-Y" -0.9816
"SITTING" 1 "fBodyAccJerk-mean()-Z" -0.9861
"SITTING" 1 "fBodyAccJerk-std()-X" -0.9875
"SITTING" 1 "fBodyAccJerk-std()-Y" -0.9825
"SITTING" 1 "fBodyAccJerk-std()-Z" -0.9883
"SITTING" 1 "fBodyAccMag-mean()" -0.9478
"SITTING" 1 "fBodyAccMag-std()" -0.9284
"SITTING" 1 "fBodyBodyAccJerkMag-mean()" -0.9853
"SITTING" 1 "fBodyBodyAccJerkMag-std()" -0.9816
"SITTING" 1 "fBodyBodyGyroJerkMag-mean()" -0.9898
"SITTING" 1 "fBodyBodyGyroJerkMag-std()" -0.987
"SITTING" 1 "fBodyBodyGyroMag-mean()" -0.9584
"SITTING" 1 "fBodyBodyGyroMag-std()" -0.9322
"SITTING" 1 "fBodyGyro-mean()-X" -0.9762
"SITTING" 1 "fBodyGyro-mean()-Y" -0.9758
"SITTING" 1 "fBodyGyro-mean()-Z" -0.9513
"SITTING" 1 "fBodyGyro-std()-X" -0.9779
"SITTING" 1 "fBodyGyro-std()-Y" -0.9623
"SITTING" 1 "fBodyGyro-std()-Z" -0.9439
"SITTING" 1 "tBodyAcc-mean()-X" 0.2612
"SITTING" 1 "tBodyAcc-mean()-Y" -0.0013
"SITTING" 1 "tBodyAcc-mean()-Z" -0.1045
"SITTING" 1 "tBodyAcc-std()-X" -0.9772
"SITTING" 1 "tBodyAcc-std()-Y" -0.9226
"SITTING" 1 "tBodyAcc-std()-Z" -0.9396
"SITTING" 1 "tBodyAccJerk-mean()-X" 0.0775
"SITTING" 1 "tBodyAccJerk-mean()-Y" -6e-04
"SITTING" 1 "tBodyAccJerk-mean()-Z" -0.0034
"SITTING" 1 "tBodyAccJerk-std()-X" -0.9864
"SITTING" 1 "tBodyAccJerk-std()-Y" -0.9814
"SITTING" 1 "tBodyAccJerk-std()-Z" -0.9879
"SITTING" 1 "tBodyAccJerkMag-mean()" -0.9874
"SITTING" 1 "tBodyAccJerkMag-std()" -0.9841
"SITTING" 1 "tBodyAccMag-mean()" -0.9485
"SITTING" 1 "tBodyAccMag-std()" -0.9271
"SITTING" 1 "tBodyGyro-mean()-X" -0.0454
"SITTING" 1 "tBodyGyro-mean()-Y" -0.0919
"SITTING" 1 "tBodyGyro-mean()-Z" 0.0629
"SITTING" 1 "tBodyGyro-std()-X" -0.9772
"SITTING" 1 "tBodyGyro-std()-Y" -0.9665
"SITTING" 1 "tBodyGyro-std()-Z" -0.9414
"SITTING" 1 "tBodyGyroJerk-mean()-X" -0.0937
"SITTING" 1 "tBodyGyroJerk-mean()-Y" -0.0402
"SITTING" 1 "tBodyGyroJerk-mean()-Z" -0.0467
"SITTING" 1 "tBodyGyroJerk-std()-X" -0.9917
"SITTING" 1 "tBodyGyroJerk-std()-Y" -0.9895
"SITTING" 1 "tBodyGyroJerk-std()-Z" -0.9879
"SITTING" 1 "tBodyGyroJerkMag-mean()" -0.992
"SITTING" 1 "tBodyGyroJerkMag-std()" -0.9883
"SITTING" 1 "tBodyGyroMag-mean()" -0.9309
"SITTING" 1 "tBodyGyroMag-std()" -0.9345
"SITTING" 1 "tGravityAcc-mean()-X" 0.8315
"SITTING" 1 "tGravityAcc-mean()-Y" 0.2044
"SITTING" 1 "tGravityAcc-mean()-Z" 0.332
"SITTING" 1 "tGravityAcc-std()-X" -0.9685
"SITTING" 1 "tGravityAcc-std()-Y" -0.9355
"SITTING" 1 "tGravityAcc-std()-Z" -0.949
"SITTING" 1 "tGravityAccMag-mean()" -0.9485
"SITTING" 1 "tGravityAccMag-std()" -0.9271
"SITTING" 2 "fBodyAcc-mean()-X" -0.9858
"SITTING" 2 "fBodyAcc-mean()-Y" -0.9573
"SITTING" 2 "fBodyAcc-mean()-Z" -0.9702
"SITTING" 2 "fBodyAcc-std()-X" -0.9874
"SITTING" 2 "fBodyAcc-std()-Y" -0.9501
"SITTING" 2 "fBodyAcc-std()-Z" -0.9569
"SITTING" 2 "fBodyAccJerk-mean()-X" -0.9878
"SITTING" 2 "fBodyAccJerk-mean()-Y" -0.9771
"SITTING" 2 "fBodyAccJerk-mean()-Z" -0.9851
"SITTING" 2 "fBodyAccJerk-std()-X" -0.9895
"SITTING" 2 "fBodyAccJerk-std()-Y" -0.9808
"SITTING" 2 "fBodyAccJerk-std()-Z" -0.9886
"SITTING" 2 "fBodyAccMag-mean()" -0.9613
"SITTING" 2 "fBodyAccMag-std()" -0.9556
"SITTING" 2 "fBodyBodyAccJerkMag-mean()" -0.9839
"SITTING" 2 "fBodyBodyAccJerkMag-std()" -0.9841
"SITTING" 2 "fBodyBodyGyroJerkMag-mean()" -0.9899
"SITTING" 2 "fBodyBodyGyroJerkMag-std()" -0.9896
"SITTING" 2 "fBodyBodyGyroMag-mean()" -0.9718
"SITTING" 2 "fBodyBodyGyroMag-std()" -0.9614
"SITTING" 2 "fBodyGyro-mean()-X" -0.9826
"SITTING" 2 "fBodyGyro-mean()-Y" -0.9821
"SITTING" 2 "fBodyGyro-mean()-Z" -0.9598
"SITTING" 2 "fBodyGyro-std()-X" -0.9868
"SITTING" 2 "fBodyGyro-std()-Y" -0.9774
"SITTING" 2 "fBodyGyro-std()-Z" -0.9635
"SITTING" 2 "tBodyAcc-mean()-X" 0.2771
"SITTING" 2 "tBodyAcc-mean()-Y" -0.0157
"SITTING" 2 "tBodyAcc-mean()-Z" -0.1092
"SITTING" 2 "tBodyAcc-std()-X" -0.9868
"SITTING" 2 "tBodyAcc-std()-Y" -0.9507
"SITTING" 2 "tBodyAcc-std()-Z" -0.9598
"SITTING" 2 "tBodyAccJerk-mean()-X" 0.0723
"SITTING" 2 "tBodyAccJerk-mean()-Y" 0.0117
"SITTING" 2 "tBodyAccJerk-mean()-Z" 0.0076
"SITTING" 2 "tBodyAccJerk-std()-X" -0.9881
"SITTING" 2 "tBodyAccJerk-std()-Y" -0.978
"SITTING" 2 "tBodyAccJerk-std()-Z" -0.9875
"SITTING" 2 "tBodyAccJerkMag-mean()" -0.9868
"SITTING" 2 "tBodyAccJerkMag-std()" -0.9845
"SITTING" 2 "tBodyAccMag-mean()" -0.9679
"SITTING" 2 "tBodyAccMag-std()" -0.9531
"SITTING" 2 "tBodyGyro-mean()-X" -0.0455
"SITTING" 2 "tBodyGyro-mean()-Y" -0.0599
"SITTING" 2 "tBodyGyro-mean()-Z" 0.0412
"SITTING" 2 "tBodyGyro-std()-X" -0.9857
"SITTING" 2 "tBodyGyro-std()-Y" -0.9789
"SITTING" 2 "tBodyGyro-std()-Z" -0.9598
"SITTING" 2 "tBodyGyroJerk-mean()-X" -0.0936
"SITTING" 2 "tBodyGyroJerk-mean()-Y" -0.0416
"SITTING" 2 "tBodyGyroJerk-mean()-Z" -0.0436
"SITTING" 2 "tBodyGyroJerk-std()-X" -0.9897
"SITTING" 2 "tBodyGyroJerk-std()-Y" -0.9909
"SITTING" 2 "tBodyGyroJerk-std()-Z" -0.9855
"SITTING" 2 "tBodyGyroJerkMag-mean()" -0.9911
"SITTING" 2 "tBodyGyroJerkMag-std()" -0.9896
"SITTING" 2 "tBodyGyroMag-mean()" -0.946
"SITTING" 2 "tBodyGyroMag-std()" -0.9613
"SITTING" 2 "tGravityAcc-mean()-X" 0.9405
"SITTING" 2 "tGravityAcc-mean()-Y" -0.1056
"SITTING" 2 "tGravityAcc-mean()-Z" 0.1987
"SITTING" 2 "tGravityAcc-std()-X" -0.98
"SITTING" 2 "tGravityAcc-std()-Y" -0.9568
"SITTING" 2 "tGravityAcc-std()-Z" -0.9544
"SITTING" 2 "tGravityAccMag-mean()" -0.9679
"SITTING" 2 "tGravityAccMag-std()" -0.9531
"SITTING" 3 "fBodyAcc-mean()-X" -0.9702
"SITTING" 3 "fBodyAcc-mean()-Y" -0.8919
"SITTING" 3 "fBodyAcc-mean()-Z" -0.918
"SITTING" 3 "fBodyAcc-std()-X" -0.9716
"SITTING" 3 "fBodyAcc-std()-Y" -0.8497
"SITTING" 3 "fBodyAcc-std()-Z" -0.8643
"SITTING" 3 "fBodyAccJerk-mean()-X" -0.975
"SITTING" 3 "fBodyAccJerk-mean()-Y" -0.9542
"SITTING" 3 "fBodyAccJerk-mean()-Z" -0.9708
"SITTING" 3 "fBodyAccJerk-std()-X" -0.9763
"SITTING" 3 "fBodyAccJerk-std()-Y" -0.9565
"SITTING" 3 "fBodyAccJerk-std()-Z" -0.9772
"SITTING" 3 "fBodyAccMag-mean()" -0.9042
"SITTING" 3 "fBodyAccMag-std()" -0.8746
"SITTING" 3 "fBodyBodyAccJerkMag-mean()" -0.9659
"SITTING" 3 "fBodyBodyAccJerkMag-std()" -0.9666
"SITTING" 3 "fBodyBodyGyroJerkMag-mean()" -0.9779
"SITTING" 3 "fBodyBodyGyroJerkMag-std()" -0.9767
"SITTING" 3 "fBodyBodyGyroMag-mean()" -0.9467
"SITTING" 3 "fBodyBodyGyroMag-std()" -0.9254
"SITTING" 3 "fBodyGyro-mean()-X" -0.9576
"SITTING" 3 "fBodyGyro-mean()-Y" -0.9562
"SITTING" 3 "fBodyGyro-mean()-Z" -0.935
"SITTING" 3 "fBodyGyro-std()-X" -0.968
"SITTING" 3 "fBodyGyro-std()-Y" -0.9396
"SITTING" 3 "fBodyGyro-std()-Z" -0.9306
"SITTING" 3 "tBodyAcc-mean()-X" 0.2572
"SITTING" 3 "tBodyAcc-mean()-Y" -0.0035
"SITTING" 3 "tBodyAcc-mean()-Z" -0.0984
"SITTING" 3 "tBodyAcc-std()-X" -0.971
"SITTING" 3 "tBodyAcc-std()-Y" -0.8566
"SITTING" 3 "tBodyAcc-std()-Z" -0.8751
"SITTING" 3 "tBodyAccJerk-mean()-X" 0.0726
"SITTING" 3 "tBodyAccJerk-mean()-Y" 0.0027
"SITTING" 3 "tBodyAccJerk-mean()-Z" -0.0042
"SITTING" 3 "tBodyAccJerk-std()-X" -0.9745
"SITTING" 3 "tBodyAccJerk-std()-Y" -0.9536
"SITTING" 3 "tBodyAccJerk-std()-Z" -0.9747
"SITTING" 3 "tBodyAccJerkMag-mean()" -0.9691
"SITTING" 3 "tBodyAccJerkMag-std()" -0.9666
"SITTING" 3 "tBodyAccMag-mean()" -0.8954
